주소,Latitude,Longitude,이름,설명,종류
노량진로 24길2번지(ID:20-157),37.5122215,126.9530679,일반쓰레기,버스정류장 옆,쓰레기통
노량진로 248번지(노들지구대 앞),37.5123465,126.9536123,일반쓰레기,가로변,쓰레기통
노량진로 노들역(ID:20-014),37.513416,126.952213,일반쓰레기,중앙차로,쓰레기통
노량진로 224번지(노량진우체국),37.5124576,126.9506404,일반쓰레기,가로변,쓰레기통
노량진로 노들역(ID:20-013),37.513416,126.952213,재활용,중앙차로,쓰레기통
노량진로 노들역(ID:20-013),37.513416,126.952213,일반쓰레기,중앙차로,쓰레기통
매봉로165번지(수학원),37.5118497,126.9516205,재활용,가로변,쓰레기통
매봉로극동아파트 정류장(ID:20-745),37.270189,127.052367,재활용,마을버스 정류장 옆,쓰레기통
매봉로한신아파트(ID:20-869),37.508758,126.951272,재활용,마을버스 정류장 옆,쓰레기통
노량진로 노량진역(ID:20-011),37.514082,126.941687,재활용,버스중앙차로,쓰레기통
장승배기로동작구청앞 버스정류장(ID:20-944),37.5124298,126.9397997,일반쓰레기,가로변,쓰레기통
장승배기로동작구청앞 버스정류장(ID:20-944),37.5124298,126.9397997,재활용,가로변,쓰레기통
노량진로 172번지(GS 주유소 앞),37.513574,126.9449083,재활용,가로변,쓰레기통
매봉로노량진역(ID:20-012),37.51381,126.944833,재활용,버스 정류장 옆,쓰레기통
노량진로 191(사육신묘앞),37.5136948,126.9488514,일반쓰레기,가로변,쓰레기통
노량진로 157-1 노량진역(ID:20-115),37.514082,126.941687,재활용,마을버스 정류장 옆,쓰레기통
노량진로 16길 33번지,37.5120899,126.9441442,일반쓰레기,가로변,쓰레기통
노량진로 223번지,37.5129679,126.9507863,일반쓰레기,가로변,쓰레기통
만양로 112번지(다이소 앞),37.513299,126.9444611,일반쓰레기,가로변,쓰레기통
만양로 노량진동 116-2(한성주창장앞),37.5086414,126.9464949,일반쓰레기,가로변,쓰레기통
장승배기로143-1번지,37.5104559,126.9399487,일반쓰레기,가로변,쓰레기통
장승배기로143-1번지,37.5104559,126.9399487,재활용,가로변,쓰레기통
장승배기로102(나이스가이 헤어숍),37.5067291,126.9399811,일반쓰레기,가로변,쓰레기통
장승배기로102(나이스가이 헤어숍),37.5067291,126.9399811,재활용,가로변,쓰레기통
노량진로 노량진수산시장(ID:20-009),37.513049,126.9421696,재활용,버스 중앙차로,쓰레기통
장승배기로11가길11(장승배기역5번출구 옆),37.5057831,126.9383233,재활용,가로변,쓰레기통
노량진로 124번지,37.5132966,126.9397393,일반쓰레기,가로변,쓰레기통
노량진로 96번지(세븐일레븐 앞),37.5130814,126.9362776,재활용,가로변,쓰레기통
장승배기로160(노량진초등학교 앞),37.511263,126.940669,일반쓰레기,가로변,쓰레기통
노량진로 노량진수산시장(ID:20-010),37.513049,126.9421696,재활용,버스 중앙차로,쓰레기통
장승배기로128번지(기업은행 앞),37.5089187,126.9405506,재활용,가로변,쓰레기통
장승배기로128번지(기업은행 앞),37.5089187,126.9405506,일반쓰레기,가로변,쓰레기통
노량진로 노량진로 152-1(해박난치과),37.5134514,126.9428577,일반쓰레기,가로변,쓰레기통
노량진로 노량진로 152-1(해박난치과),37.5134514,126.9428577,재활용,가로변,쓰레기통
상도로53길39번지(ID:20-244),37.5005999,126.9535582,일반쓰레기,마을버스 정류장 옆,쓰레기통
상도로53길39번지(ID:20-244),37.5005999,126.9535582,재활용,마을버스 정류장 옆,쓰레기통
양녕로268번지,37.5034901,126.9488454,일반쓰레기,가로변,쓰레기통
서달로1길17 동양아파트(ID:20-917),37.5003953,126.9586955,일반쓰레기,가로변,쓰레기통
상도로357번지(ID:20-166),37.4969421,126.9535391,재활용,버스 정류장 옆,쓰레기통
상도로봉현초등학교(ID:20-167),37.49178,126.9561,일반쓰레기,버스 정류장 옆,쓰레기통
상도로383-1 번지,37.4949327,126.9551895,일반쓰레기,가로변,쓰레기통
신대방1가길357번지(ID:20-165),37.4869126,126.9077814,일반쓰레기,가로변,쓰레기통
상도로364-1(ID:20-165),37.4960861,126.9534233,재활용,가로변,쓰레기통
사당로22번지(ID:20-169),37.4951134,126.956902,일반쓰레기,버스 정류장 옆,쓰레기통
상도로352번지,37.4970048,126.9526186,일반쓰레기,가로변,쓰레기통
상도로267(상도역3번출구 옆),37.5035796,126.9476698,재활용,가로변,쓰레기통
상도로267(상도역3번출구 옆),37.5035796,126.9476698,일반쓰레기,가로변,쓰레기통
만양로 6번지(백두공인중개사),37.5052781,126.9481146,일반쓰레기,가로변,쓰레기통
사당로숭실대별관앞(ID:20-172),37.494683,126.960317,일반쓰레기,버스 정류장 옆,쓰레기통
상도로134번지,37.5020394,126.9347756,일반쓰레기,가로변,쓰레기통
양녕로269-1번지,37.5040469,126.9487813,일반쓰레기,가로변,쓰레기통
상도로156번지,37.503217,126.9366062,일반쓰레기,가로변,쓰레기통
상도로156번지,37.503217,126.9366062,재활용,가로변,쓰레기통
장승배기로73번지(상도치안센타 옆),37.5041213,126.9390719,일반쓰레기,마을버스 정류장 옆,쓰레기통
장승배기로73번지(상도치안센타 옆),37.5041213,126.9390719,재활용,마을버스 정류장 옆,쓰레기통
장승배기로78번지,37.504628,126.9395195,일반쓰레기,가로변,쓰레기통
상도로147번지,37.503203,126.9357679,일반쓰레기,가로변,쓰레기통
상도로181번지,37.5049644,126.9388269,일반쓰레기,가로변,쓰레기통
상도로동작보건소(ID:20-153),37.504569,126.940919,일반쓰레기,버스 정류장 옆,쓰레기통
양녕로경향렉스빌(ID:20-222),37.4953206,126.941864,일반쓰레기,마을버스 정류장 옆,쓰레기통
상도로83번지(신한은행 앞),37.4999081,126.9299802,재활용,가로변,쓰레기통
상도로94번지(주작나무 한의원 앞),37.4998302,126.9311235,일반쓰레기,가로변,쓰레기통
상도로94번지(주작나무 한의원 앞),37.4998302,126.9311235,재활용,가로변,쓰레기통
보라매로104번지(왕세숫대야냉면),37.4984227,126.9283288,일반쓰레기,가로변,쓰레기통
보라매로93번지(통삼겹구이 앞),37.4977033,126.9276955,재활용,가로변,쓰레기통
보라매로101번지(삼거리 왕만두),37.4982958,126.9278707,일반쓰레기,가로변,쓰레기통
상도로서울공업고등학교(ID:20-144),37.4990513,126.9422048,일반쓰레기,버스 정류장 옆,쓰레기통
상도로서울공업고등학교(ID:20-144),37.4990513,126.9422048,재활용,버스 정류장 옆,쓰레기통
상도로16번지,37.4997155,126.9222525,재활용,가로변,쓰레기통
상도로16번지,37.4997155,126.9222525,일반쓰레기,가로변,쓰레기통
여의대방로 강남중학교(ID: 20-006),37.5022844,126.9223505,일반쓰레기,버스 중앙차로,쓰레기통
여의대방로 강남중학교(ID: 20-006),37.5022844,126.9223505,재활용,버스 중앙차로,쓰레기통
여의대방로22번지 우성아파트(ID:20-927),37.5006729,126.9187206,재활용,마을버스 정류장 옆,쓰레기통
여의대방로22번지 우성아파트(ID:20-927),37.5006729,126.9187206,일반쓰레기,마을버스 정류장 옆,쓰레기통
여의대방로교수아파트(ID:20-928),37.496332,126.913255,일반쓰레기,버스정류장 옆,쓰레기통
여의대방로교수아파트(ID:20-928),37.496332,126.913255,재활용,버스정류장 옆,쓰레기통
신대방2길2-5(ID:20-207),37.4877768,126.9128525,일반쓰레기,마을버스 정류장 옆,쓰레기통
신대방2길2-5(ID:20-207),37.4877768,126.9128525,재활용,마을버스 정류장 옆,쓰레기통
알마타길6번지(ID:20-107),37.5102339,126.9251477,재활용,가로변,쓰레기통
